Unnamed: 0,_id,date,bug,__,asm,cf,nif,var,ifc,nel,lc,lcv,mc,fmc,md,sqa,smc,cmc,sw,nt,ntc,ns,nd,nf,entrophy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
6641,Ie0f6189cc66a8f13d952fa6e9d5c7bf1d39535b5,1558595881,0,0,46,4,0,42,0,0,0,0,260,242,20,14,14,14,0,0,0,2,9,4,2.301330845015797,18,25,1083,1,13,220.93304140946498,366,274,23.054208396343505,0
6642,I6f36b451727c31984b8c2aaf09145f71db4c6c61,1558596599,1,1,287,44,64,1332,78,8,20,6,953,949,73,65,92,231,0,6,6,2,3,5,1.1392352495531461,160,11,1039,1,12,21.109078703703698,36,21,5.006103067164208,0
6643,I77f3418fc342ff2d74d8953ae27d697767318247,1558601337,0,0,504,50,244,2266,326,20,26,34,1671,1547,262,114,64,798,2,140,230,1,1,1,0.0,1,1,2540,1,5,0.01954861111111111,101,568,11.414387237808235,0
6644,I68506adee3af79a57f54388deb3196c883396512,1558602151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.5435394240921023,75,10,3588,0,11,1.6474513888888886,123,286,10.2831321894944,0
6645,Ic0990aea9df3f310a1a75823f5c3814ae66da4d1,1558602176,0,0,256,30,134,1031,144,10,10,38,702,594,157,59,53,277,1,0,0,1,2,4,1.8588356969887552,423,311,1293,0,14,48.27138020833333,54,1027,32.992312295230604,0
6646,I442f5465d419d4e8e292fc1f4ab55767d933461f,1558602176,0,0,249,32,126,1013,138,10,11,41,623,513,132,56,45,232,0,0,0,1,1,1,0.0,4,5,1065,0,13,21.931307870370368,45,1027,32.992312295230604,0
6647,Iad75ffb10d539f9913a85a6d1382bb6ef307511b,1558602176,0,0,675,186,397,3046,479,26,2,6,2023,1825,341,127,177,717,12,36,28,1,2,2,0.8112781244591328,40,0,2992,0,23,3.9950347222222216,141,1042,30.01239160601415,0
6648,I468c122f04c503f82d77eca8aacab3eadbdce8d6,1558602268,0,0,80,24,26,308,26,4,0,0,217,197,38,10,28,86,0,10,10,1,1,1,0.0,16,11,329,0,10,1.0948842592592594,22,1041,28.117721915963315,0
6649,I7c00439df7a7198f71389dc7dd9406ccd0e10b44,1558603455,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,29,29,81,1,2,401.3294328703704,20,180,8.635641435676314,0
6650,Ic80ded6b4b8a0664ba25fcf217390e57d6541866,1558604520,0,0,442,62,273,1951,323,18,26,22,1065,1057,64,64,62,422,6,40,38,1,1,1,0.0,5,2,1955,1,6,0.056388888888888884,33,568,10.413792521970493,0
6651,I9fafd19d68ddc4fe4e95e8516c2c38484b941a3a,1558604533,0,0,8,4,2,42,2,0,2,2,28,28,6,2,2,8,0,0,0,1,1,1,0.0,2,1,136,0,0,0.3957986111111111,3,85,2.907702618073888,0
6652,I4ffd50b541a2fc5746e08030f3fb4c433862b0af,1558604910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,1,216,0,1,0.0,2,381,38.60272341228279,0
6653,I3b3979bf822f4a34509fdeb3677038fc5a72c10e,1558605550,1,1,3424,475,873,14524,1008,79,87,143,12993,12418,1619,725,931,2170,10,64,69,2,52,59,4.849555773022852,3559,729,15464,1,19,143.9667212051066,543,758,141.39796244982352,0
6654,I27210e07e57936b513308e94300f6420d4f511c8,1558611301,0,0,1259,298,665,5690,845,78,146,162,3701,3318,776,278,242,1452,2,38,14,1,7,7,2.6904380495101354,167,14,6764,0,13,253.7752595899471,195,1158,28.398327138489343,0
6655,Id1123d1a2b83a293d79d3edafaa717e40183fdea,1558611482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.3767150026960246,51,45,708,0,40,166.1863136574074,87,16,2.0,0
6656,Id7e0f0e12cd3153281c954d0b838460e09e94a08,1558611611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,4,4,416,0,2,294.72729166666664,5,1301,7.218873948929431,0
6657,Ia204a4e5cb4b4501b0cb4abea00c75dcaea07f32,1558622218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,2.3240597082664136,93,50,356,0,0,12.872597552910054,13,60,9.438807167085237,0
6658,Id0bcdc93bb42f9ebe3f5ee4c6b4be8863e0133f9,1558624100,0,0,32,12,12,96,12,0,0,0,64,52,64,8,0,50,0,2,2,1,1,1,0.0,1,1,407,0,12,347.0340277777778,27,260,1.272797311376083,0
6659,I758ed0c2a3527ffcf6255158a49090aba090e942,1558625651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,862,4.041819224578648,0
6660,If69cb0afe9915b926d977e4ad26c7d72db31667c,1558625704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,862,4.041808085376435,0
6661,I614b67a7b53b7075b702911a33ba8440a187614e,1558630827,0,0,142,22,122,572,152,4,4,12,226,188,64,24,2,136,2,2,2,1,1,1,0.0,1,1,507,1,7,3.4256944444444444,38,788,2.4222627102805068,0
6662,Ibe835763372a1e180d056674d5e9f525cd84a5b7,1558641850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1.0,2,2,49,0,5,20.541064814814813,30,618,10.515198751114916,0
6663,Ic199c5c82c5a50048bd3ba2a91c708f891a9ec73,1558644907,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,1,1064,1,19,7.164722222222222,184,618,6.5951086906965175,0
6664,Ic95546e2724c538e41eb3fcce22c65ea31cd5fea,1558645759,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.0,4,4,661,1,5,41.49383101851853,62,618,8.5349388596586,0
6665,I78d10f793eda0f68e86b6c12d59b54dd36e06b9e,1558647583,0,0,152,62,69,649,73,17,8,4,485,483,78,25,52,242,0,2,2,1,1,3,1.3689955935892817,4,36,690,0,4,128.37300540123456,13,2430,21.23477824918383,0
6666,I761f1d7652b9c791d24f4127abd692ebb7529771,1558648381,1,1,456,140,203,2044,228,27,21,55,1192,1058,258,78,109,445,4,35,31,1,1,1,0.0,64,2,1664,1,7,105.49716435185185,68,231,17.984327199822207,0
6667,Icf2966e001a923b6e3c585d21f6c8bccfb6a4dda,1558652269,0,0,141,20,24,1077,26,6,20,48,894,840,97,32,73,156,0,6,6,1,3,4,1.4275822075330264,56,40,881,0,2,59.4743287037037,13,56,4.686134105654403,0
6668,I88524b6e30187248ce5f263307679b8856936d0e,1558655224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,3.2655833228877342,22,22,1042,1,3,375.12445486111113,57,196,25.143918780594078,0
6669,I905e15dcedb6c3280c271bf3c47ef6f1e898d3b9,1558658027,0,0,872,84,584,3212,696,60,82,260,1718,1438,380,160,56,820,0,34,34,1,1,1,0.0,1,1,3099,0,14,181.44028935185185,64,16,1.0850730308645744,0
6670,I750b2dd6e03f04bb4281501709d2b581519e37de,1558658816,0,0,60,12,112,250,132,12,0,0,198,197,130,9,4,143,0,2,2,1,1,3,1.0064293474599968,447,0,553,0,12,123.506300154321,33,146,3.7480454235144633,0
6671,Ic58faa92362442ef5baa9911350120da25fecf46,1558660459,0,0,39,11,7,177,7,2,0,0,107,106,16,4,6,23,0,0,0,1,2,3,1.5666194784128624,72,8,157,0,0,17.24668209876543,5,98,4.954965228694956,0
6672,Ie4661a7ad9055e37072ccd1ce582e2953ded5314,1558662010,0,0,180,12,20,526,20,0,2,2,1252,1180,162,38,122,350,0,56,44,1,3,3,1.521928094887362,5,5,1126,1,9,3.1763425925925928,96,619,15.42698433142628,0
6673,I274c66723015077a892e84a65a0a208de69a8905,1558665462,0,0,324,98,237,1543,275,12,36,32,1303,1254,207,59,61,482,1,12,11,5,21,26,2.933352515527183,1170,192,2274,1,10,828.2261794354838,93,332,193.3664159309254,0
6674,I3e5cb6069c4f1f50d50203f660ba6dbb4eef61b7,1558665739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.7642045065086203,9,0,227,1,4,404.12237268518516,18,555,9.32984192462238,0
6675,I9ce73db82f6ab01e6ce2fa65a44486bf0f99431f,1558671330,0,0,108,2,8,758,10,6,6,28,750,712,199,23,102,266,0,2,0,2,2,2,0.7755126581331477,14,21,1151,0,3,160.53399305555556,33,60,3.1112083314529757,0
6676,Ia97b19f49472337aaff65d507204afead6e17f40,1558671419,0,0,99,46,65,494,76,4,6,7,319,317,117,12,24,113,0,9,8,1,1,5,1.8668541386866635,765,14,395,0,2,101.41231944444445,11,18,5.0,0
6677,I1a1abc3e7cf60312d802049aaab66fe1a34a5f91,1558673411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,21,3.4895613504520826,883,62,3781,0,3,97.4212168560606,70,55,23.02425969450264,0
6678,I50b2a02251ad9e0280f61dbe069052926b348a74,1558674055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,71,128,193,0,2,352.9045486111111,14,114,2.8458303415239747,0
6679,I8f043927bf797fddc79da1f1e85dbf498122208f,1558674188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,70,127,193,0,2,286.65320601851846,10,120,1.860706586371856,0
6680,I388959d2dcdb0aa2154bd3a7cc441c17ee8dbc35,1558675625,0,0,236,21,80,932,93,10,10,30,789,570,147,42,51,204,0,14,14,1,1,1,0.0,136,213,1019,0,1,27.57903935185185,2,57,1.3635289334076677,0
6681,Id7ef4693481d9eed7d90250e1184a127228d9d91,1558676124,0,0,2473,1076,557,11532,867,129,345,1422,4158,4060,2470,590,54,3412,84,1087,46,2,7,11,2.6871903821801832,260,1460,34991,1,36,41.82495815527066,778,172,16.242720167602005,0
6682,I55eb19f4e72d90c27b90664e0adfd7c7d250ffee,1558676468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,15,298,1,0,1.7338657407407407,14,165,3.384329969921167,0
6683,Ib1ed2df10404763ca79e5a2c5c62bf4c52600657,1558678865,1,1,464,17,58,1625,73,2,6,22,1332,1240,123,108,56,155,0,5,3,2,7,5,1.404492845364299,310,142,1499,1,11,118.36935846560844,60,383,15.144402493832427,0
6684,I721d4f4a2e99928ab091c390c30531f9d2986119,1558679206,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,41,1.408735789653784,81,95,9557,1,23,0.5388334986772486,164,884,53.44458522625698,0
6685,Id3346c433eee349899537548f5500d7521b09245,1558679379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,3,3,101,0,8,1.2634606481481478,38,1566,63.783509535681496,0
6686,Id72ea97d64a2716a27cb1e9857ddfd8cbd38d402,1558679435,0,0,234,63,107,950,137,20,18,4,720,635,135,44,79,258,0,9,9,2,2,3,0.987797185699896,85,7,1046,1,4,607.1422337962962,19,749,11.121015601083622,0
6687,I6a212c309685e9d6a74a4d287e2bb51f52f509fe,1558680947,1,1,4044,712,2168,17954,2454,286,514,1246,10774,9974,2046,778,652,4280,46,322,278,3,37,42,5.561829875477947,68,65,17984,0,25,83.9675616542023,430,764,139.0005818027619,0
6688,Ifee0c0b2ecbdaad31ea628c4fbe87cec89897012,1558681213,0,0,2546,418,1284,10218,1524,56,186,358,7022,5854,1226,416,556,2714,8,340,322,5,7,10,1.8843605709116067,50,50,12779,0,22,229.2238344907408,373,876,181.8225761524404,0
6689,I990721405fb7e486fc93ef2b22e56e81ed4a78c8,1558681409,0,0,8706,1382,4934,34218,5714,548,820,2166,20704,17694,3854,1604,1422,8732,36,408,418,4,30,71,5.862204538328558,100,99,37324,0,25,198.8310509585289,684,1218,472.60402062749534,0
6690,I0781d9c2f14270bc1ea4583b8c4220f8c9be2063,1558681751,0,0,9786,1998,6144,48826,7558,1156,1404,3320,21508,19362,5750,1712,960,10188,310,174,144,1,11,33,4.620204817098434,56,56,54957,1,11,310.33073828563414,759,712,86.98828553503508,0
6691,If21bf8707fbfab64f837cd5d999ba6f706454185,1558681915,0,0,194,122,166,998,180,4,8,20,916,832,314,18,52,348,2,24,24,2,4,12,3.0781758650865783,18,18,2157,0,3,2052.1156018518523,120,1991,1246.9067924614978,0
6692,I1375933f05cce395751eb508043dbd6184002b70,1558682582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,0.0,0,0,7627,0,2,342.5654706790124,28,116,24.602215292031946,0
6693,Ide5283f6f8632e606b7898fede4becbd55fc66a8,1558683119,0,0,1668,220,962,7074,1132,70,94,182,4390,4314,610,342,172,1388,18,76,78,2,5,9,2.658993415253806,22,22,6034,0,22,247.49934670781892,350,866,170.07581428616098,0
6694,I5b00241a4c7ac5da2376ce5462cfdf5fd3f687e6,1558683319,0,0,384,62,342,2196,402,4,66,266,932,880,216,78,42,468,0,4,2,1,2,3,1.2516291673878228,6,6,1819,0,16,99.16618441358023,104,856,159.87547365777505,0
6695,I591baac7b623f8ed3681a12471ffe6438a13175f,1558683381,0,0,2012,470,1236,8816,1452,118,210,474,5132,4744,1026,352,292,2240,20,190,188,2,14,15,3.8521687236032816,17,17,8858,0,11,48.1156813271605,108,903,206.54011596288424,0
6696,Ib6c59f4c9cea396c98196d23ff9ea917e2ef4114,1558683421,1,1,4794,722,3056,19540,3628,216,454,832,9198,8148,2302,904,566,4888,20,288,308,6,16,25,4.498939573903908,33,33,21289,0,28,157.05466203703702,786,940,233.69019019490162,0
6697,I1c9f644ecabe281fb62f09ce3e064ec9d685de56,1558683482,0,0,3512,554,2298,17791,2876,426,906,1864,6618,6288,1348,642,256,3126,62,2,4,1,3,5,2.113283334294875,9,9,13441,1,4,259.91139583333336,72,679,53.9618535254441,0
6698,Ia3ff4eebc3799a8c1b8f6bbcddd200d08e1d966b,1558686105,0,0,388,60,184,1548,212,24,28,78,1034,926,212,86,64,470,2,28,24,2,3,5,2.3219280948873617,5,5,1748,0,14,58.24095370370371,74,1009,257.0644229172749,0
6699,Ie9e8c5d1d49ecba0199a44da2247b6bb382acaaa,1558686156,0,0,148,4,94,560,124,2,22,22,316,298,56,22,8,138,0,20,18,1,1,1,0.0,1,1,512,0,9,269.2668634259259,20,857,157.90815370655974,0
6700,Id4a837518477c81fa95f9ea6ee9203ba242d061e,1558686158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0.6519327538593389,608,3,1582,0,4,265.5058143939394,37,47,30.68272767851104,0
6701,I375fc6431be6ed47f959ff36359b610d17738528,1558686202,0,0,194,56,124,878,179,2,62,86,426,422,108,40,12,154,0,2,4,2,5,5,2.3219280948873617,5,5,850,0,16,243.83958796296292,84,1014,261.90308258578625,0
6702,I6ec0fd3fa12538157a4ce6a1008424229cf4cc24,1558686258,0,0,2810,462,1564,11228,1849,202,278,632,6370,6044,1194,524,400,2536,14,188,176,3,20,26,4.090358384526314,49,50,10889,0,19,68.46878027065527,114,961,250.13531310259884,0
6703,I4fa6df22b0e8c3bd3d59c9f98ca417899366ae03,1558686317,0,0,592,98,216,2220,254,20,14,50,1184,1098,242,122,86,396,2,42,44,4,4,4,2.0,4,4,2399,0,7,139.79423900462965,37,853,153.84522570413085,0
6704,I556f7c22bbe103a259126d2953372eb75b6e0771,1558686352,0,0,114,0,28,286,28,0,32,32,204,204,22,36,30,90,0,0,0,1,1,1,0.0,1,1,309,0,3,1402.4489814814817,7,1979,1225.982503595635,0
6705,I330e5538d6c3ec70677cf980f99f6789cdc6745c,1558686388,0,0,1210,274,712,6684,760,188,158,744,2184,2112,906,188,56,1318,18,2,2,1,2,2,0.9182958340544896,3,3,6160,1,5,165.8154803240741,48,681,55.754907983349206,0
6706,I598ae317dd379d7a2577d7b5de67211e4efef442,1558691907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,2.0256144300653367,3,63,474,1,5,58.533493055555546,34,647,12.59166268139968,0
6707,I85838ec47e8c259f5e6ca1f47a0e7f031ec572fe,1558692621,0,0,646,136,255,2746,362,28,16,32,1428,1349,225,154,114,399,2,5,5,1,6,6,1.1147554768703378,209,163,2447,0,8,97.10810378086418,49,1159,32.986604021684734,0
6708,Ia2631c2bc952bc49aba1f0bb98abca482c5ccd48,1558693114,0,0,60,0,36,256,52,2,4,16,232,230,28,14,6,80,0,0,0,1,2,2,0.8926230133850986,81,3,376,1,0,5.788003472222222,4,126,5.98575306417828,0
6709,I34b05eeb1e7dc5ce83944a642461eca521764967,1558694253,1,1,130,8,57,368,65,0,0,0,248,207,59,23,2,123,0,0,0,1,2,2,0.960362270315478,56,4,886,1,5,97.20039930555555,16,129,12.880134839202716,0
6710,I51964bafec68696a799625d627615b4f45ddbbbf,1558695210,0,0,1002,148,330,5744,402,26,46,28,5230,5170,374,252,304,662,6,95,42,2,2,2,0.9756797868933084,71,0,4511,0,26,0.0,202,47,2.2989317038741532,0
6711,I56a5ac5be484338d82c026064245dc82159fb8b3,1558697089,0,0,89,14,54,254,66,18,0,0,235,233,46,16,6,137,0,10,10,1,1,1,0.0,3,3,343,0,0,79.56677083333334,1,201,8.648735161957367,0
6712,Icb6aad8f42ca9f2c67b92e081b1eb530401a4049,1558700372,0,0,89,18,8,332,10,0,0,0,428,343,46,24,26,42,0,1,1,2,2,2,0.2375081438285929,75,2,510,1,4,7.0024189814814815,19,642,7.565157340393107,0
6713,I4e8a7ee2098a73947cbd3e5465163099436dda4d,1558701556,0,0,309,28,120,1181,138,12,12,36,186,168,68,73,12,88,2,0,0,1,2,2,1.0,3,3,941,0,7,258.9136863425926,37,1304,9.091821654365537,0
6714,I570cc525b4cce039c608814281d36d8378285ca1,1558705052,0,0,56,6,30,190,30,12,0,0,330,330,218,8,10,192,0,6,6,1,3,2,1.5766212201074912,7,6,683,0,4,10.621284722222224,63,2430,17.286653426892034,0
6715,Ifccece5f39ba13d088fdbda883c185fbb06d970b,1558712086,0,0,69,54,30,761,30,6,0,0,598,588,92,13,74,268,0,8,8,1,3,3,1.518850916195339,13,16,649,0,4,94.4777584876543,36,2429,34.35354831454206,0
6716,I62ddc742f3dd8fa8b88323383c3fa657db52dc2f,1558738022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,1,365,1,9,2.2770138888888893,39,2597,20.669208234051585,0
6717,I31d1de54dbaa6ffb11e03da4c447963e8defa1d0,1558743829,0,0,12,1603,9,1632,9,0,0,0,39,39,11,1,4,5,0,0,0,1,3,3,0.31221953325757146,43,1,1856,0,53,28.04180941358025,451,2596,14.628622492404112,0
6718,Ie34937397e2552a505fd9b6db2834f1dc6d2af0d,1558743949,0,0,244,107,108,1280,122,8,8,30,1048,996,146,40,80,300,0,18,14,1,3,3,1.4239161452577576,27,8,1390,0,15,106.84613040123457,94,2594,17.618981079348696,0
6719,Iff35bb041daf77cd29f9c17ee931c8b2de186e4c,1558761878,0,0,3052,516,1284,11983,1432,142,220,440,8134,7714,1458,626,602,3379,24,368,338,3,17,21,3.845076800110841,101,192,12413,0,14,32.12723048941799,98,1596,726.0962435926874,0
6720,Ie1c7a18c07e60600405e5beba0ff4ae573568fe3,1558762227,0,0,130,12,89,381,99,16,4,8,503,323,92,24,53,240,0,18,10,1,1,1,0.0,1,7,776,0,13,276.49015046296296,39,1153,318.31061225278097,0
6721,Ife13c397bff8a337c2a34bd066ea5086859e315c,1558762277,0,0,2542,128,370,10275,448,30,54,126,8800,7714,808,507,773,1868,4,502,455,2,8,17,3.3001825866628307,148,211,8121,0,20,248.39865127995643,329,1137,302.2801918032586,0
6722,I7d58492f356d04ba88d209f8b4c735e54f4a1975,1558762319,0,0,42,14,14,463,14,0,0,0,318,316,32,9,12,49,0,18,14,1,2,3,1.3877858859237515,22,21,350,0,5,0.0,21,1236,366.9102020079983,0
6723,Ie90825b07d95f65eb4036d6294613e985badbcdd,1558771900,0,0,16,12,17,91,19,0,0,0,36,30,18,2,2,24,0,6,6,1,1,1,0.0,3,0,157,1,1,120.42609953703705,4,1333,80.2412968874841,0
6724,Icc7d2cd06c46657a195c2aa73b91dfa3a1be9c53,1558775148,0,0,961,286,696,3889,784,30,55,185,2145,1837,576,164,132,1068,8,86,94,3,24,13,3.2310132985203253,170,158,4883,0,6,669.537421875,272,1831,959.1006043299716,0
6725,I6c75e02ff88e29f6007356616dc098f6a1164a64,1558781111,0,0,3550,706,2080,13343,2362,218,291,620,7869,6747,1754,652,452,3891,24,288,272,7,18,42,4.951641593018875,178,232,17097,0,26,82.25499145723104,472,1876,995.7333431675676,0
6726,I191ae8d918ee40b2cf638d67a77455028403a4ed,1558786023,1,1,112,30,26,400,40,4,0,0,298,260,82,30,36,84,0,2,2,1,1,1,0.0,5,4,561,1,2,10.990208333333333,8,856,25.71670834824291,0
6727,Icf976d64f5f10d63d15cddfd594764a55d5e0560,1558789483,0,0,8,30,6,70,6,0,0,0,106,58,721,0,0,40,0,0,0,1,11,13,3.649034418111256,3,69,1882,0,13,126.46216791310543,104,2427,28.82516600024877,0
6728,I6addd5fcaecb8c2508e1d5776ecfed8ae676b6ed,1558824208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,9,0,0,0,0,0.0,2,44,1.2256099134878302,0
6729,I192ede1c17d2b1929dcb6fb33158eb7628707598,1558830409,0,0,2843,1586,1692,11646,1952,120,116,140,5943,5199,912,266,510,3073,38,168,192,1,4,8,2.0644778114247093,163,1,16154,1,16,15.059541377314815,498,128,10.729282718591266,0
6730,If53732b7e59104c526d21bf9178c2520143dd529,1558830648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,7,7,368,1,13,65.46355324074074,32,159,16.432269811795194,0
6731,I7f4849896af72de38880b13d64519cc93bb3d2a3,1558831684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.7219280948873623,4,1,117,0,2,99.47158564814815,11,858,4.979819879698773,0
6732,Icfc3b3163e129e504f10b3fc856aef262f723f99,1558832755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,39,39,110,0,2,0.0,9,857,3.9796322725437383,0
6733,I60b4f8899b5bb6aee40a1dddf651ae72f1a84b27,1558834509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,35,33,1656,0,6,142.1504398148148,24,804,47.49473017880686,0
6734,I4ea620a7db72956e7109f739990f09644640206b,1558854777,0,0,317,58,198,1479,247,8,18,18,1082,988,98,52,44,380,2,60,36,1,1,1,0.0,7,6,1590,0,22,66.75170138888889,85,2624,102.3700083206792,0
6735,I8cee98245fb49892d80949d1dcda89c9bf72f3e4,1558860095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1218,287.32707209402145,0
6736,Ia8ea9721f01b842b63c0fd335b8cb2a620c45944,1558860342,1,1,1786,90,426,9200,512,14,139,453,5780,5510,434,376,458,1079,2,266,266,2,11,9,3.2183181451626988,39,36,6278,0,28,170.2557175925926,225,888,107.84023303858362,0
6737,I6a1b75a361df510fd4ce159b45c92c00307dd1ca,1558861068,1,1,4497,338,2134,19442,2510,118,296,757,15816,13826,1836,936,956,5120,38,812,712,2,13,26,4.34332536873055,120,98,18043,0,26,229.81286235754985,816,1121,246.7124349063829,0
6738,Ibde37d56a7962f432ed771f4a215f5903161bde0,1558863486,1,1,10389,1848,4530,41815,5538,214,942,1783,22940,20816,4862,2145,1892,8448,70,398,364,14,38,84,6.030974152446847,444,455,44033,0,40,191.13457761437908,1652,1097,220.39515738333543,0
6739,I4c815bd55e55d81456efa796453dd2f69a7c876a,1558867093,1,1,105,30,25,403,29,5,3,9,270,264,65,24,7,109,0,12,12,1,7,10,2.375849636584349,400,2,629,1,17,115.83780618686869,111,139,19.94139867205849,0
6740,I235c608d80a14c8af39400ae2e749488a4fa0d22,1558868261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.0,2,2,54,0,1,28.518680555555555,38,2605,60.29595920626358,0
6741,I03f77950c150eb306b8492b8258ecf58673d1432,1558868616,1,1,216,59,138,829,152,26,12,26,917,783,152,29,75,316,6,0,0,1,3,5,1.9611540378679664,420,329,1058,1,2,209.21186921296294,46,856,24.143179308162974,0
6742,Ifd8d288985b349a6d9d2dfd9ab868302e0752f65,1558872396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,5,5,355,1,8,278.1022453703704,27,160,17.036527705900294,0
6743,I9811b497eb11b8a85ae689081dc5d949ca8c4be5,1558874472,0,0,476,85,156,1840,177,8,58,62,622,553,157,105,46,253,8,32,39,2,2,4,1.6979534209096288,314,22,1641,0,16,9.499620949074076,77,2625,168.62945901200536,0
6744,Ia20c4b0712bdb45d1061daa6d9af4b4ab21be655,1558877314,1,1,638,370,149,2750,167,6,10,4,1402,1288,277,143,142,372,3,9,9,2,5,11,2.537445317909252,969,1,3332,0,21,46.154697145061725,248,22,12.0,0
6745,Ifd4f7f4f9d422550b53bf54ff7afd8d42b10a5e6,1558903449,1,1,572,64,377,1933,451,46,22,46,1028,1028,74,110,38,473,0,18,18,1,3,3,1.2516291673878228,7,5,1457,1,11,60.76472993827161,40,664,10.199710253449682,0
6746,I7a7fe88a8aaa509b8ba9a4f377072c3c74aa3061,1558905533,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.050581000707979135,1759,0,0,1,0,0.0,3,625,9.643743517628074,0
6747,Iba6fbabd99a9660c79d13abd1ebdae28ac2012ba,1558906697,1,1,1319,42,946,4327,1244,110,72,160,2082,1752,375,276,136,824,10,0,0,1,2,4,1.6915149591410308,102,67,4596,1,21,50.238315972222225,136,465,7.202002073042013,0
6748,Ib5bb5ac98965725056f9a2462261c2ac0b105dac,1558907035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,2,2,1749,1,0,0.0,1,624,8.635712531583039,0
6749,Icb97c5d3f9977adf174b81fbe04911ca55246593,1558913960,0,0,88,26,40,259,42,12,12,18,132,118,20,18,15,88,0,28,28,1,2,2,0.7106768538561229,26,10,333,1,7,264.7436921296296,23,2596,14.643561668376984,0
6750,I774962ce154b0245218a654431b064818b32586b,1558914123,0,0,122,18,108,514,142,4,26,20,364,336,64,16,10,204,0,22,20,1,1,1,0.0,1,1,593,1,9,130.52155092592594,42,2599,26.756562085819226,0
6751,I895eedc04579172eb83eb4259a432c94ee2de02b,1558917034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,121,0,0,1,0,0.0,1,466,7.762176501337698,0
6752,I3920f53ee9835a2acc84c3f48eb54da4e3fb2993,1558919296,1,1,6687,1805,960,26815,1100,169,52,187,28546,27300,2724,1357,2097,4567,20,259,215,1,17,74,5.2682375703438,1430,1713,33035,1,21,196.99681791166168,749,383,76.4452259678056,0
6753,Ieff68f3e562e6ae9f08a40f523bc626cfd263d47,1558924351,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,15,15,466,0,0,3.660381944444445,36,699,6.487259892067796,0
