,_id,date,bug,__,asm,cf,nif,var,ifc,nel,lc,lcv,mc,fmc,md,sqa,smc,cmc,sw,nt,ntc
6984,Ib6bb075dfe41da6bb3221e0f73f24e7ce9869b0c,1559294153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6985,I9279e355593271b495ae33a0d469868bd44398a7,1559297008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6986,I4bbcd04fbb95d117a49b8e34e2e20e78ec912ff8,1559301355,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,2,0,0,0
6987,Ia03002a661a3971df68f74b2c338fe538b8b376a,1559305451,1,1,5,1,5,22,5,1,0,0,12,12,2,1,0,3,0,0,0
6988,Ie8483110f594db593e704adda420ce6b14812dea,1559306694,1,1,53,12,26,235,26,1,0,0,223,206,35,7,20,80,0,5,5
6989,Ia5c296573f2e25765c3a3a7d2acd209dd99ec403,1559306778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6990,I1c8f102a9a750e40970197da3e6cd56d139492bc,1559307215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6991,I7358063bd2d2ee0b59dcf1c3d8d96d292fed02d5,1559307358,0,0,25,-6,7,89,8,0,0,0,49,48,2,5,1,11,0,0,0
6992,Ifa4a3b6f316bc3f307491ab822854a9de708ed9d,1559307884,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6993,I460b036c0a3fb0a8c5d0c6bd766268ed177bb0de,1559307950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6994,I7470eb06a3824013de65a0d024cd334ec8080812,1559308307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6995,Ibfe2aa2163f167a2bc87b0788d95d4acc3319c9a,1559308413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6996,Iace6437cea6f1eef8aab8f500f4b18baf085e3e2,1559310402,0,0,0,0,0,0,0,0,0,-9,-7,-3,-1,-1,0,-5,0,0,0
6997,I9c04c988ec89bb1e2cbb528a2d3add30a0b7b3b9,1559313775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6998,Ib9d96a7767d5a0f1137fe3edba4785bd250217ec,1559319937,0,0,-4,-4,0,-22,0,0,0,0,-4,-4,-10,0,-2,-4,0,0,0
6999,I9338ee508fbb9781e0befb49275e37056565e4c9,1559366521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,I8f0d24d2b7743a017f0eb775aabcd44af8861538,1559368814,0,0,10,0,0,26,0,0,0,0,12,12,0,4,4,0,0,0,0
7001,I9f4a2146ffc426285a15a3173d430dc02337f1a6,1559379565,0,0,0,0,2,0,2,0,0,0,4,2,0,0,0,2,0,0,0
7002,I13fbad199668fd86691456616e4b20eeedba2443,1559381090,0,0,3,1,0,9,0,0,0,0,3,3,0,0,0,-1,0,0,0
7003,Iaa117b6e58fba1e1a6b4afd99952aa894b9f051b,1559383828,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7004,Ibefb583e2dab4a4d0482612af8fa1d8a5416c8d9,1559396404,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7005,I8c85a38842d30289d68bed4ec7053c6bdc65e21b,1559407929,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7006,I21e8bbac0ffb9ef710c9753e23435416b09a4891,1559414183,0,0,0,0,0,1,0,0,0,0,67,67,1,0,0,0,0,0,0
7007,I22b07179ba6e2517ae3e178c31fde20987cead34,1559414183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7008,I279808b8ddd8a9230a35582c00867b811633dfe8,1559414183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7009,I52dcfc4ee9097f1bd6970601c716701847d9eebd,1559414183,0,0,0,0,0,0,0,0,0,0,46,46,0,0,0,5,0,0,0
7010,Id77c5321ddcad127130b246bde8f08736e60e1ea,1559418748,0,0,0,0,0,1,0,0,0,0,81,81,1,0,0,0,0,0,0
7011,I10eb95f3f92cb74f93a26bf1a6edd24615b75c6f,1559435423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7012,I51f419c7f569ab7ed01e1aaaf6b40ed8cdc2116b,1559435423,0,0,4,2,0,-31,0,0,-36,-7,3,3,5,1,0,3,0,1,1
7013,I5a0e3bf0cf8c28176d9c98914c1c0dfab9c5736f,1559436606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7014,I3aabbac86ce019315e1a104e7eb6795ec64e63d9,1559436737,1,1,10,3,5,40,5,1,0,0,22,18,8,2,0,4,0,1,1
7015,I069aad79d961f4fe1ade6a91dc06f2f3f28df68f,1559453204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7016,Iadef18d74326a18694c646636730bd4695129d85,1559453204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7017,Ic8e138f798356cf6ad5ee9ee317650fc7d2aa3d5,1559469648,1,1,1962,114,343,15217,440,119,64,191,20902,20768,645,173,990,810,0,1,1
7018,Iff3471d2c7f557e2de5022e37c3de6dc704f6a67,1559475633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7019,Id7122ca916be31b3abff0e2c27e5cf7d4260695c,1559477553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020,I958be8f2ad436ef015251454a5899a16fcbb6260,1559510015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7021,Ic62457cb32fc86a9c0b7e785edcde270229dee72,1559512102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7022,Ieb237a6c49182be02a6d722189deddafe93e069f,1559518574,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7023,Iff7a0b84529df39d32ef73ec2f5a4adc2c0d6798,1559518601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7024,I1286a9e60337ea86a56cf81123a5dcd6ed3ac151,1559518994,0,0,0,0,-2,12,-2,0,0,0,-3,-3,-12,0,0,-6,0,0,0
7025,I715bcc4b39c3d4ad036dcc5bbdf48d321759f55f,1559519740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7026,I96da7658e16a21936661a7e9b55f2e7c6049d342,1559521461,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7027,I4cb5ccb23b95697c621353856112c628b9462801,1559523029,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7028,I9bf84087c7bbd0bb1ba82b08c27b383c78f676ae,1559524885,1,1,1,0,1,3,1,0,0,0,2,2,0,0,0,1,0,0,0
7029,Ia9ef62a7e90fb12c9107bfaaf2f47af97fca75fb,1559526698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7030,I729d74f0b5a88fd97a1f4e498deececedbd8737b,1559530203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7031,If46407ec73a200b59d1ea522a0a5623b7954c57f,1559531365,0,0,7,0,6,32,9,0,6,0,25,25,0,3,3,13,0,0,0
7032,Icf0260e7c2eb8c3b9c180bf3ca51a8ae8cbaf6dc,1559532761,0,0,15,5,2,63,5,0,1,1,35,44,8,2,0,13,0,0,0
7033,If06fe2204d5defef336c10eb8875127ece50f238,1559536515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7034,Icbde4c387c4fc346e8c306e0088faf8f8704fe55,1559539389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7035,I304fb8cd05f82219a9157d84e64b96e99585032d,1559539674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7036,I2b9eafe034a1e4e9a80a7ce1de837097e55cbbc0,1559540299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7037,Id5c4974d3edbf8368db7dbfa15a359a88329cb21,1559540796,0,0,2,2,0,10,4,0,0,0,8,8,0,0,2,8,0,0,0
7038,I585fdd90d3fcfb10012b6fc40157ef482717092f,1559541018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7039,I72338c64361f181394e80e430bda8b455bcdd039,1559541594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7040,Id6494553aa2508e90f392fcd475c91066af2667d,1559543034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7041,Ic71e06ba889a9d48baf0223ad3f6eb977a960ac2,1559543943,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7042,Iaf89a590e46096a8e08309da459690bd3b1a0901,1559545136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7043,I0f16fd63ef2d94c41e17d20f82161dc98a8577a8,1559550633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7044,I6a48e22573134d6f85fb51e7791650cb9f7efe60,1559552569,0,0,4,5,0,33,0,0,0,0,25,24,11,2,1,7,0,0,0
7045,Ib0398c36408e711a745133943c13a15bd394589f,1559555718,0,0,1,2,1,7,1,0,0,0,4,4,0,0,0,0,0,0,0
7046,Iafcfc1bb82070c12d7012c4b4c6b9bf1a886727a,1559555762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7047,Iee99879df408c8214a9e12dcf966e8a6896f5923,1559555983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7048,If41e0e70e5efd0c42e38ea9ed50ff88b30cc5a9b,1559556169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7049,I3db49feed00b60cb4aecdfbf974a304c44af4566,1559556169,0,0,2,0,1,14,1,0,3,3,4,3,3,4,1,4,0,0,0
7050,Ieefa6892641517ff0fa6a0a04f63a6a8dbc35bf4,1559556952,0,0,2,0,2,10,2,2,0,0,8,8,0,0,-2,6,0,0,0
7051,Ie795ac87cc81a5ea2eeb65b35aae2e97c03ce278,1559558125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7052,I5adef33d20faee27a0caa76d6c9b0ca74fe1f609,1559559233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7053,Ic24266fe0f84292fe2d1526645e29dc69cf395ae,1559559644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7054,Ibfec7255108e450454d02fb2f0d19e86979e0d6a,1559560095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7055,I918afdb28e89394bdb4447c8568e4efb35d80ad0,1559560561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7056,I98feca676f2325748b01d86cf2045d1627ed4277,1559560609,0,0,1,0,1,3,2,1,0,0,3,3,0,0,0,1,0,0,0
7057,Ibe4b8baec695e87caaf7f5fd01dc08c6fdf40b3e,1559561135,0,0,44,10,28,185,31,2,11,2,154,132,13,6,4,42,0,2,2
7058,Iba2ae222a7b2590b109221658c6e29b671416881,1559562933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7059,I1774522d04523ed3a302cb579a3be5d08b783d2a,1559571376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7060,I68d3b94d30a8d7ab489edc9ce234803bfab5cca5,1559575081,0,0,5,2,5,28,6,2,0,0,34,33,1,1,3,13,0,0,0
7061,Iacb9b329c58075ca4ae5077bdf78e7ef6ffeaeaf,1559583919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7062,I4427be4cccde7463667bb72541fe694e3361a723,1559596759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7063,I62af973920330d681b29ca41e4287a87aeae4d25,1559597745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7064,Ie110eedbdd1912a08b28f4933cbd1e3df88b7a15,1559598500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7065,Ibfd1614a6231abc594e58a3cc18aae9bfce05e53,1559598528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7066,I8b53d7564b1fb298767096fbf127b3c50e327676,1559600407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7067,I8e28e3ec942eb04f676823a1b6dba40281d69e15,1559603146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7068,I697db140057b5a78f614f7f9619c99212d92b876,1559603341,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7069,I6f939760fc428283ed2a6b8bab79a7cfaded0661,1559607021,1,1,0,0,-1,2,-1,0,0,0,21,11,2,0,-1,8,0,-1,-3
7070,I1c88ea554e4bf8fd9f1e57c70df901d293b5dfb6,1559607574,1,1,27,0,21,138,33,0,0,0,59,58,4,2,4,34,0,0,0
7071,If10cd846292918985259d25511bf94ca1c7c18ab,1559607581,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7072,I1c7ac06f7581a087f0a29f985179f0682c5d9cbd,1559607987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7073,Id0aba804f91f5732bbe053c4f08df25bea316c32,1559608504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7074,I84c2ecf640aadc0110fd254e7a7878e24145440a,1559609294,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
7075,I625e9f69ae31e5025e6fe8acf1acabef21efe700,1559613650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7076,I538b916269d9f4a578afa24171fd7fd7e643a44c,1559615221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7077,I836e922716b586154118252e8a1498c0da7018c0,1559615914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7078,Ic08f32b65cac0fee01df56f6b9862ad55317c158,1559615951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7079,Id2e6326469de36749f8c340763b2bc8b0a87bb04,1559616198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7080,I1643ef904d65d493e2b50228b2efcf83bc24f499,1559616428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7081,Ia5148f918b225ee32fa6094bdbd9a7b791709fe4,1559617664,0,0,0,0,1,1,1,0,0,0,-1,0,0,0,0,-1,0,0,0
7082,I11360ebf2df55c9f7550de4ff95b71af27ef289c,1559618549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7083,I77c6a04fb817685059c4bca93d8139ac9a8280bb,1559619261,0,0,0,3,0,4,0,0,0,0,5,5,1,0,0,3,0,0,0
7084,Ief1eb7fc509bae2f22cbdef31d21cfafe2137063,1559619974,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7085,I3e43452e54120722451b45d7bada7744d64c3c77,1559620266,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7086,I524a0a1d2f4003554766ddcbe4c8ec793510de2a,1559621005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7087,Ic3de8305d9e436f097e1cf190a3399732756e52f,1559621905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7088,Iae6031dbb30deff43ea0224996e3aead6b406ca6,1559622637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7089,I2bd8387e5803bffd6b09c7cdb9ca07e16244dd96,1559624057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7090,Ic9ed2920f90218d6c643fdde4b15fcae1801d3e1,1559625380,0,0,3,0,2,13,2,0,0,0,9,9,-4,2,0,2,0,1,1
7091,I0f47438e18fdde0538164256a754baa620ca3758,1559626577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7092,Ieb975d6dd980446545babeea1f6a3e6064b93e89,1559627133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7093,I3f2ce172c713d25a5209568d8bdd359573e52c0a,1559627304,0,0,10,0,4,25,4,1,3,2,10,9,1,2,0,3,0,0,0
7094,Ia698cc06aa3fe6cb7903a687db8885f1b83c3bf2,1559627324,0,0,1,1,1,6,1,0,0,0,12,12,0,1,0,0,0,0,0
7095,I63f6e0080798a6223764db18300682e62a1cc7b4,1559628404,0,0,-1,0,0,-2,0,0,0,0,-1,-1,0,0,0,0,0,0,0
7096,If5e6b5c2d0af518899cf3e280e254b710fff6c9a,1559629968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7097,I00e5028383e3a04e8b81d3adfa8487f9fb7fbcaf,1559630770,0,0,3,1,1,9,1,0,0,0,9,5,4,1,0,4,0,1,1
7098,I57abced516e589afb79ae94f15e6320add1ab54e,1559632283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7099,Iac9400151b1f2596af3ac88269daa0690c0538aa,1559632875,0,0,0,0,0,0,0,0,0,0,24,24,0,0,-2,12,0,6,0
7100,Ibcc38576e42ece13b2fd4423a29c459eed167a69,1559638815,0,0,1,0,1,2,0,1,0,0,4,4,0,0,0,4,0,0,0
7101,I36b0ce0021b853a940cd8e6ede9839060a2fcb83,1559639792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7102,Ifd7adf356892138a2aa79c22084a52cc25619b1b,1559639792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7103,If530944c1e523c27976d777720e3f7d09d3822cb,1559639924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7104,Ie4ca2ff5203e3d2e50b5805f269df6065c45eac8,1559641003,0,0,1,1,0,6,0,0,0,0,5,4,0,0,0,0,0,0,0
7105,I06aaa3f20ee2763fe27aa9440ce8f3b7be36514d,1559641568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7106,Ib6239fa6ec14d955ed0ed850af5e3c7697ce9519,1559641675,0,0,1,0,1,5,1,0,0,0,2,2,0,0,0,-3,0,0,0
7107,I83054a0bf6d3117d609488de127907ad0d120462,1559641961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7108,I1c0e21b74132e2f0120962da5cd3c04427756588,1559642746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7109,I0342bcbe5e8b90e87c1a4b802af1abd0f19401ec,1559643414,0,0,4,1,-1,16,1,1,0,0,5,2,4,2,2,6,0,-1,-1
7110,I01f728e1ce3cfcdf8cadddaef8754ef8e0441739,1559643454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7111,Icf832a7aa68be268d762202cf33424eddadbb69b,1559644842,0,0,123,27,47,396,50,6,13,14,219,214,44,22,10,84,0,0,0
7112,Ie0c4dd2ce3c0e51ceced39c6c4aa140e9476dc2c,1559648913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7113,I52fa7027caeb7df27cac8a7fe7525d5f2f1cb238,1559650781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7114,I84d1b75d120996fccd32730ee6a2defca5a6b91b,1559653797,0,0,-3,-1,-1,-18,-2,0,0,0,-3,-2,1,-1,-1,-2,0,0,0
7115,I90660f2b5f33cb6bb2930eb030259a210840c06d,1559656175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7116,I47d96bf18e94b8c318e3f00a32b5af24a452989a,1559656415,0,0,165,39,80,669,92,8,23,13,340,333,36,24,34,159,1,20,15
7117,Iafe47c1c1174a5658e6f789cab94e525db1df15d,1559656672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7118,I7503399d9a3289c16051fc4203d182fb9fb5555f,1559657115,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7119,Ifec7e059a1558b669866116eee37973fabd290de,1559657418,0,0,15,0,0,18,0,0,0,0,-4,-4,0,4,0,-12,0,-6,-6
7120,I0c258c19ff131ab4a35d441ffec700ef5eeb7b49,1559657537,0,0,13,0,1,60,0,1,2,1,31,31,2,2,4,2,0,0,0
7121,Ied729b2658fd4099f192d406c97545e4ae61f890,1559658136,0,0,0,1,0,12,0,0,0,0,3,3,7,0,1,1,0,0,0
7122,I662b27e656c2b439dd8f860dd04b370046f71a82,1559658257,0,0,2,0,0,2,0,0,0,0,-1,-1,0,1,0,0,0,0,0
7123,Iee3f9d609166852a26cc8532a131279cd6e91e05,1559658359,0,0,1,0,0,3,0,1,1,1,2,2,0,1,1,0,0,0,0
7124,Ia77b52376e208db0865c7c4a3d97ac7c48c9eb88,1559658617,0,0,-1,0,0,-3,0,0,0,0,0,0,0,0,1,2,0,0,0
7125,I7d0b4ad70fff72798213ad570f06785e1d49e73c,1559658717,0,0,1,0,0,4,0,0,0,0,2,2,0,0,1,0,0,0,0
7126,I6aae5c8991c6120ad7ee8b7234b27d0080c48c8d,1559659026,0,0,6,0,0,7,0,0,0,0,3,3,0,1,1,0,0,0,0
7127,I72e8edb930817c26f9b010d331691f3fe54c5624,1559659522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7128,Ia20ac7e53f35b81fd5888d37566d696b5aa6ea0f,1559659694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7129,I02c4f64081ec2b55073e1878f99b8e52eeabdd01,1559659956,0,0,62,8,14,222,18,2,8,18,90,88,21,11,15,35,0,4,2
7130,I928fa6d2db0e567a7b32a7dfca7ad4f8a37617c8,1559660708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7131,Ia5371664b7410bc0447b95c86b8edad9319abbdc,1559661652,0,0,0,0,0,0,0,0,0,0,-27,-27,4,0,2,14,0,0,0
7132,Ic5826e2a6d0b2d612c791559cab41c068dd92a17,1559669130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7133,I0246f1af5f3ed16f6ab03ff30dd9a0b27ee37df6,1559673008,1,1,3,0,3,12,3,0,2,0,-3,-3,0,0,0,1,0,0,0
7134,I184b55f6b8c512ae8ce37577d68cdab2d2c94326,1559678744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7135,Ia1de4a00a452c07511c52ffed5ad21450157523b,1559691852,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7136,I31f10d004d3d867fea375838cba5361f06ad20b4,1559692724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7137,I8ee1e6f1c7fe1573b97e4fb8887fafd16fee3b6a,1559693626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7138,I8ad4304c1aa2117361e733b854d124c4b29193c8,1559693774,1,1,0,0,2,2,2,0,0,0,0,0,0,-1,0,0,0,0,0
7139,I9efa4d984c348c9cb1f7203e808de5f59ad908d0,1559697434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7140,I7cfcc440f837b8da0f182abd32e34748ca3fea60,1559699218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7141,I07b672cef6894c90b7c2b65582bacd89c6b1fe83,1559701356,1,1,35,20,15,124,15,1,3,1,89,78,49,10,6,26,2,2,2
7142,I4af770df716414b9bc4b760fa3c8550b33951c1b,1559702213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7143,I8b30249b79e0884c0d268ec1d3b098eb13d2c171,1559704891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7144,I22ac4dae61d18bc095445d3cdab106ee8f111c5c,1559705062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7145,I5f88f291085f4196a8a9e3b62ebf49f83ce728e8,1559707805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7146,Ia37b8ce9687f8c1b5333c4bb4616ec6a23b0224d,1559707971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7147,I7f5cf60a04e7a5c08d83586ee9921e29421e34f6,1559708307,0,0,271,84,79,1071,89,1,0,0,793,782,194,51,39,252,1,5,4
7148,I9311b43efc07a4fd2fb1b13805421df25f4f9f78,1559709115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7149,Ie94252c21ee3530bd0b6dac559c949e5a487de84,1559710921,0,0,10,0,2,28,2,0,0,0,20,20,4,4,0,14,0,0,0
7150,Iae0ffe161df2ca8a800d21688d6b7d7419dfb640,1559712108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7151,I60571e4e0bea04bb2c25ef3d0332a9ab6895db06,1559712297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7152,I67567a0351a9c773bafdd649029d38571cca130e,1559714003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7153,Ida99a83e1363d9d8e1ea9085f704af940901ead5,1559714226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7154,Ibf7c3dc6e500ab4d5b168579fc5764ed1342ac67,1559714511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7155,Icd36932c62fdeca0d59b2e1a05189e9a4341287a,1559715491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7156,I6672a160b40dc99dd4831a4ea9e090e8f09d80f6,1559716116,1,1,59,20,14,235,30,2,-10,-2,40,41,21,18,-2,17,0,-1,-2
7157,Ia4b2d90a9336947e0aad53a0fce6a569416ac379,1559716643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7158,Ied136e9cfe8ec2ba6ac96d1555fee261bcb92796,1559716952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7159,Ida6d6bcaa620561deae7d3df0a6ca4cf3fad8762,1559720248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7160,Ida76e62272079b9e0692ab253cbaf0a7a5c2185e,1559720549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7161,I0b5e86c94f03ae780a2bb80e251c735aa53ed605,1559722456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7162,I463e91df8b8f925c11f210cd1c0deb0e33aa4164,1559722559,0,0,-18,1,-9,-31,-10,0,-4,-1,-12,-13,-1,-5,1,1,0,0,0
7163,I672cd84236bf0d830e943bef2ff5606e710ff14b,1559723282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7164,Ib76d7eac6824f445d73b3916369d49b303592958,1559723701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7165,I2e4670273c5a5743fe6f625b6e04f8cbfcd072d2,1559724238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7166,Icd7960519943b6409439aa3d7864587dc5d386a8,1559724916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7167,I447d8efa82123642805a2c8e6826aa7ee62e35f7,1559725274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7168,I7962048b3325b8eb45d77da4fce6a28c3bea354e,1559725937,0,0,0,0,0,45,0,0,1,3,-1,0,1,1,-1,2,0,0,0
